"Family"	"Species_abbrv"	"SpeciesForPhylogeny"	"Brain_volume_mm3_decasien"	"Hippocampus_volume_mm3_decasien"	"Neocortex_volume_mm3_decasien"	"Cerebellum_volume_mm3_decasien"	"Striatum_volume_mm3_decasien"	"MOB_volume_mm3_decasien"	"Optic.Tract_volume_mm3_decasien"	"Brain_volume_mm3_powell_mosaic"	"Neocortex_volume_mm3_powell_mosaic"	"Cerebellum_volume_mm3_powell_mosaic"	"Brain_volume_mm3_todorov"	"Hippocampus_volume_mm3_todorov"	"Neocortex_volume_mm3_todorov"	"Brain_volume_mm3_navarrete"	"Hippocampus_volume_mm3_navarrete"	"Neocortex_volume_mm3_navarrete"	"Cerebellum_volume_mm3_navarrete"	"Striatum_volume_mm3_navarrete"	"Brain_volume_mm3_grueter"	"Brain_volume_mm3_powell"	"Body_mass_g_pearce"	"Body_mass_g_powell"	"Body_mass_g_grueter"	"Body_mass_g_decasien"	"Dietbreadth_powell2"	"Diet_frug_powell"	"Diet_leaves_powell"	"Diet_youngleaves_powell"	"Diet_matureleaves_powell"	"Diet_frug_decasien"	"Diet_leaves_willems"	"geographicCode"	"Guild_init_decasien"	"DietaryGuild"	"FrugivoryPercent"	"FolivoryPercent"	"Brain"	"Neocortex"	"Cerebellum"	"Hippocampus"	"Striatum"	"MOB"	"Optic.Tract"	"Bodymass"
NA	"Chlorocebus_tant"	"Chlorocebus_tantalus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3695.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"001100000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	3695.99
NA	"Colobus_ango"	"Colobus_angolensis"	71815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77700	72300	NA	7570	8625	8808	1	9.933333333	58.475	23.96666667	18.06666667	14.9	47.3	"000110000000"	"Leaf"	"Leaf"	14.9	58.475	72300	NA	NA	NA	NA	NA	NA	7570
NA	"Colobus_badi"	"Colobus_badi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Colobus_guer"	"Colobus_guereza"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77247.81	1127.59	33524.27	7926.48	2160.5	74390	72000	9925.88	7506	8589	10052	2	24.85	55.3125	34.76666667	17.4	14	55.3125	"000100000000"	"Leaf"	"Leaf"	14	55.3125	77247.81	33524.27	7926.48	1127.59	2160.5	NA	NA	10052
NA	"Colobus_poly"	"Colobus_polykomos"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73830	70980	8797.29	6709	9100	9119	2	3.557142857	53	29	23	21.4	53	"001000000000"	"Leaf"	"Fruit"	21.4	53	73830	NA	NA	NA	NA	NA	NA	8797.29
NA	"Colobus_sata"	"Colobus_satanas"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74900	71800	9055.32	7420	8910	10750	3	4.333333333	34.33333333	26.33333333	8	4	36.2	"000100000000"	"Leaf"	"Leaf"	4	34.33333333	74900	NA	NA	NA	NA	NA	NA	10750
NA	"Colobus_vell"	"Colobus_vellerosus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73070	70610	NA	7220	7820	NA	NA	10.7	79	40	34	NA	79	"001000000000"	NA	"Leaf"	10.7	79	70610	NA	NA	NA	NA	NA	NA	7220
NA	"Daubentonia_mada"	"Daubentonia_madagascariensis"	42472.2925	1776	23098.5	6461	2765	685	NA	42643	22130.9	6456.5	42611	1776.1	22127	NA	NA	NA	NA	NA	NA	44700	2731.37	2594.8	NA	2603	6	0	0	NA	NA	0	NA	"100000000000"	"Om"	"Fruit"	0	0	44700	23098.5	6456.5	1776	2765	685	NA	2603
NA	"Erythrocebus_pata"	"Erythrocebus_patas"	98444.79	1591	77141	8319	3624	51.8	NA	96138	73620.7	8072.4	103167	1590.53	77141	97005.79	994.69	49024.07	7298.02	2429.86	97730	87570	NA	6500	9450	7858	4	17.5	2.6	NA	NA	75	3.6666667	"001000000000"	"Om"	"Fruit"	75	2.6	87570	73620.7	8072.4	1591	2429.86	51.8	NA	7858
NA	"Eulemur_albi"	"Eulemur_albi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23020	NA	2181.3	NA	NA	NA	57.7	8.2	4.68	3.55	NA	NA	NA	NA	"Fruit"	57.7	8.2	23020	NA	NA	NA	NA	NA	NA	2181.3
NA	"Eulemur_albo"	"Eulemur_albo"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Eulemur_cine"	"Eulemur_cine"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Eulemur_coll"	"Eulemur_coll"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22890	NA	2143.5	NA	NA	NA	78.4	4.4	3.2	1.2	NA	NA	NA	NA	"Fruit"	78.4	4.4	22890	NA	NA	NA	NA	NA	NA	2143.5
NA	"Eulemur_coro"	"Eulemur_coronatus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19780	NA	1180	NA	2100	4	81.85	3.32	NA	NA	NA	NA	"100000000000"	"Frug/Fol"	"Fruit"	81.85	3.32	19780	NA	NA	NA	NA	NA	NA	1180
NA	"Eulemur_flav"	"Eulemur_flav"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Eulemur_fulv"	"Eulemur_fulvus_albifrons"	22241.54	752	12207	3328	1215	207	108	22126	12218	3326.6	22106	752.1	12207	NA	NA	NA	NA	NA	25770	24660	NA	1781.6	220	2332	3	64.4	21	8.3	12.7	46	55.6133333	"110000000000"	"Frug/Fol"	"Fruit"	46	55.6133333	22241.54	12207	3328	752	1215	207	NA	220
NA	"Eulemur_maca"	"Eulemur_macaco_flavifrons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24510	23320	2470.43	1934	2390	2337	4	70.65	18.3	12	6.3	NA	18.3	"110000000000"	"Frug/Fol"	"Fruit"	70.65	18.3	23320	NA	NA	NA	NA	NA	NA	2470.43
NA	"Eulemur_mong"	"Eulemur_mongoz"	22240	NA	12030	NA	NA	NA	NA	22240	12060	2366	NA	NA	NA	NA	NA	NA	NA	NA	20170	18890	NA	1212.4	1212	1810	4	60.83	25.5	11.85	6	18	25.5	"010000000000"	"Frug/Fol"	"Fruit"	18	25.5	22240	12060	2366	NA	NA	NA	NA	1212
NA	"Eulemur_rubr"	"Eulemur_rubriventer"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26230	23910	NA	1960	1960	1727	4	75.25	7.8	2.985	4.84	NA	7.825	"100000000000"	"Frug/Fol"	"Fruit"	75.25	7.825	26230	NA	NA	NA	NA	NA	NA	1960
NA	"Eulemur_rufi"	"Eulemur_rufi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.25	29.4	3.5	25.85	NA	NA	NA	NA	"Fruit"	59.25	29.4	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Eulemur_rufu"	"Eulemur_rufu"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22540	NA	1815	NA	NA	NA	47.4	46.6	11.3925	17.845	NA	NA	NA	NA	"Fruit"	47.4	46.6	22540	NA	NA	NA	NA	NA	NA	1815
NA	"Eulemur_sanf"	"Eulemur_sanf"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	21670	NA	NA	NA	NA	NA	NA	NA
NA	"Euoticus_eleg"	"Euoticus_elegantulus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5450	NA	274	NA	303	4	5	0	0	0	5	NA	"000100000000"	"Om"	"Fruit"	5	0	5450	NA	NA	NA	NA	NA	NA	274
NA	"Euoticus_pall"	"Euoticus_pall"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5190	NA	253.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	5190	NA	NA	NA	NA	NA	NA	253.7
NA	"Galago_alle"	"Galago_alleni"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	250	2	NA	NA	NA	NA	73	NA	NA	"Om"	"Fruit"	73	NA	NA	NA	NA	NA	NA	NA	NA	250
NA	"Galago_came"	"Galago_came"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Galago_demi"	"Galago_demi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Galago_gabo"	"Galago_gabo"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Galago_gall"	"Galago_gallarum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4320	NA	200	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000010000000"	NA	"Other"	NA	NA	4320	NA	NA	NA	NA	NA	NA	200
NA	"Galago_gran"	"Galago_granti"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Galago_inus"	"Galago_inus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Galago_mats"	"Galago_matschiei"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000100000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Galago_moho"	"Galago_moholi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3670	NA	148.4	NA	183	2	0	0	0	0	NA	NA	"000010000000"	"Om"	"Fruit"	0	0	3670	NA	NA	NA	NA	NA	NA	183
NA	"Galago_nyas"	"Galago_nyas"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Galago_orin"	"Galago_orin"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Galago_rond"	"Galago_rond"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Galago_sene"	"Galago_senegalensis"	4201.33333333333	261	1854.5	672	210	79.2	NA	4044	1766.5	544.4	4512	260.78	2139	3574.89	145.81	1674.9	578.05	135.52	NA	3950	NA	194.2	NA	210	3	NA	NA	NA	NA	0	NA	"001010000000"	"Om"	"Fruit"	0	NA	4512	2139	544.4	260.78	210	79.2	NA	194.2
NA	"Galago_thom"	"Galago_thom"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Galago_zanz"	"Galago_zanz"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Galagoides_coco"	"Galagoides_coco"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	143.5	NA	NA	NA	30	0	0	0	NA	NA	NA	NA	"Fruit"	30	0	NA	NA	NA	NA	NA	NA	NA	143.5
NA	"Galagoides_demi"	"Galagoides_demidoff"	3214.84	152	1568	413	169	83.1	11.5	3207	1566.8	413	3203	152.24	1568	NA	NA	NA	NA	NA	NA	2630	NA	74.6	NA	62	NA	19	0	0	0	19	NA	"000100000000"	"Om"	"Fruit"	19	0	3214.84	1568	413	152	169	83.1	NA	62
NA	"Galagoides_gran"	"Galagoides_gran"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4070	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	4070	NA	NA	NA	NA	NA	NA	NA
NA	"Galagoides_rond"	"Galagoides_rond"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Galagoides_thom"	"Galagoides_thom"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2820	NA	78	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	"Other"	2	0	2820	NA	NA	NA	NA	NA	NA	78
NA	"Galagoides_zanz"	"Galagoides_zanzibaricus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4130	NA	143	NA	147	NA	NA	NA	NA	NA	NA	NA	NA	"Om"	"Fruit"	NA	NA	4130	NA	NA	NA	NA	NA	NA	147
NA	"Gorilla_beri"	"Gorilla_beringei"	401096.470588235	2969.475	251206.068571429	44135.0935714286	8658.01285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	491270	456150	149325.19	97500	130000	136213	NA	8.8	70.53333333	NA	NA	NA	40.4666667	"000100000000"	"Leaf"	"Leaf"	8.8	70.53333333	491270	251206.068571429	44135.0935714286	2969.475	8658.01285714286	NA	NA	149325.19
NA	"Gorilla_gori"	"Gorilla_gorilla_gorilla"	425655.487631579	3910.07380952381	274577.656818182	58508.3488	8944.414	316	671	422831	297851.6	62950.6	470359	4780.48	341444	400319.535	1683.46	169849.09	52218.61	7865.28	490410	433740	112588.99	71500	120950	121327	3	47	50	NA	NA	67	17	"000100000000"	"Leaf"	"Fruit"	67	50	425655.487631579	169849.09	52218.61	3910.07380952381	8944.414	316	NA	120950
NA	"Hapalemur_alao"	"Hapalemur_alao"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14500	NA	1239	NA	NA	NA	NA	50.6	NA	NA	NA	NA	NA	NA	"Leaf"	NA	50.6	14500	NA	NA	NA	NA	NA	NA	1239
NA	"Hapalemur_aure"	"Hapalemur_aureus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1562.41	1434.5	NA	NA	2	4	91.5	NA	NA	NA	91	"100000000000"	NA	"Leaf"	4	91.5	NA	NA	NA	NA	NA	NA	NA	1562.41
NA	"Hapalemur_gris"	"Hapalemur_griseus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14090	13780	916	914.5	709	1021	2	3.1	95.7	89.4	6.3	NA	92	"110000000000"	"Leaf"	"Leaf"	3.1	92	13780	NA	NA	NA	NA	NA	NA	914.5
NA	"Hapalemur_occi"	"Hapalemur_occi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	13750	NA	NA	NA	NA	NA	NA	NA
NA	"Hapalemur_simu"	"Hapalemur_simus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Homo_sapi"	"Homo_sapiens"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1251847	10287.38	1006525	NA	NA	NA	NA	NA	1212700	NA	NA	NA	56700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	1212700	1006525	NA	10287.38	NA	NA	NA	56700
NA	"Hoolock_hool"	"Hoolock_hool"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	108320	NA	6955.2	NA	6787	NA	74.75	14.5	12	15	67	NA	NA	"Fruit"	"Fruit"	74.75	14.5	108320	NA	NA	NA	NA	NA	NA	6787
NA	"Hylobates_agil"	"Hylobates_agilis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91160	95940	5829.08	5850	5850	5251	4	57.5	38.5	NA	NA	61	39	"000000000001"	"Frug/Fol"	"Fruit"	57.5	38.5	91160	NA	NA	NA	NA	NA	NA	5850
NA	"Hylobates_albi"	"Hylobates_albi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84350	5300	NA	NA	NA	NA	58	24.5	24.5	0	NA	NA	NA	NA	"Fruit"	58	24.5	84350	NA	NA	NA	NA	NA	NA	5300
NA	"Hylobates_klos"	"Hylobates_klossii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87990	87550	5822.29	5795	5795	5861	3	72	2	NA	NA	72	2	"000000000001"	"Om"	"Fruit"	72	2	87990	NA	NA	NA	NA	NA	NA	5795
NA	"Hylobates_lar"	"Hylobates_lar"	94126.3368421053	2141.5	64924	12060	3902	43.9	302	93295	63095.7	12589.3	97505	2672.56	65800	NA	NA	NA	NA	NA	101870	101380	5578.61	5625	5595	5463	4	63.7	24.7	NA	NA	60	27.3333333	"000000000011"	"Fruit"	"Fruit"	60	24.7	101380	64924	12060	2141.5	3902	43.9	NA	5625
NA	"Hylobates_molo"	"Hylobates_moloch"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93470	NA	6415	NA	6034	4	61	38	NA	NA	61	38	"000000000001"	"Frug/Fol"	"Fruit"	61	38	93470	NA	NA	NA	NA	NA	NA	6415
NA	"Hylobates_muel"	"Hylobates_muelleri"	98262.775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85130	95360	NA	5647.4	5821	5837	4	57	34	NA	NA	NA	32	"000000000001"	"Frug/Fol"	"Fruit"	57	32	98262.775	NA	NA	NA	NA	NA	NA	5837
NA	"Hylobates_pile"	"Hylobates_pileatus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84690	84690	5542.37	5470	5470	5639	5	67.5	20	NA	NA	79.4	27	"000000000010"	"Frug/Fol"	"Fruit"	79.4	20	84690	NA	NA	NA	NA	NA	NA	5470
NA	"Hylobates_synd"	"Hylobates_synd"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Indri_indr"	"Indri_indri"	35541.4625	1520	20114	5504	1855	168	NA	NA	NA	NA	36285	1529.38	20114	NA	NA	NA	NA	NA	34810	35010	8565.48	6485	6335	10500	4	18.085	55.5	53.37	2.15	33	62.5	"100000000000"	"Leaf"	"Fruit"	33	62.5	35010	20114	5504	1529.38	1855	168	NA	6335
NA	"Lagothrix_cana"	"Lagothrix_cana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96230	NA	7160	NA	NA	NA	79.45	16.2	11	0.1	NA	NA	NA	NA	"Fruit"	79.45	16.2	96230	NA	NA	NA	NA	NA	NA	7160
NA	"Lagothrix_lago"	"Lagothrix_lagotricha"	96283.4966666667	1586	65873	11268	4947	73.4	203	95499	62950.6	11641.3	95503	1585.69	65873	91676.7	1043.86	46869.06	9707.56	3347.81	96500	88220	6263.69	7020	7150	7648	4	66.7	15.8	15.1	0.5	65.7	15.5166667	NA	"Om"	"Fruit"	66.7	15.8	95503	65873	11641.3	1043.86	3347.81	73.4	NA	7150
NA	"Lagothrix_luge"	"Lagothrix_luge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94800	6263.69	NA	NA	NA	NA	53	14	13	1	NA	NA	NA	NA	"Fruit"	53	14	94800	NA	NA	NA	NA	NA	NA	6263.69
NA	"Lagothrix_poep"	"Lagothrix_poep"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86100	6263.69	4533	NA	NA	NA	75.16666667	8.933333333	7	1.3	NA	NA	NA	NA	"Fruit"	75.16666667	8.933333333	86100	NA	NA	NA	NA	NA	NA	6263.69
NA	"Lemur_catt"	"Lemur_catta"	21000	NA	11080	NA	NA	NA	NA	21000	11080	2679	NA	NA	NA	NA	NA	NA	NA	NA	22900	22100	NA	2188	2210	2380	4	60.2	31.7	NA	NA	54	27	"010000000000"	"Fruit"	"Fruit"	60.2	31.7	22100	11080	2679	NA	NA	NA	NA	2210
NA	"Lemur_mong"	"Lemur_mong"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Leontopithecus_cais"	"Leontopithecus_cais"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.5	0	NA	NA	NA	NA	NA	NA	"Fruit"	74.5	0	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Leontopithecus_chry"	"Leontopithecus_chrysomelas"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11840	11840	572.8	655	655	614	NA	NA	NA	NA	NA	NA	0	"000000010000"	"Om"	"Fruit"	NA	0	11840	NA	NA	NA	NA	NA	NA	614
NA	"Leontopithecus_rosa"	"Leontopithecus_rosalia"	12259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11355.29	225.98	6427.27	1089.9	402.2	12830	12600	592.52	594.5	609	624	3	79.4	0	NA	NA	84	0	"000000010000"	"Om"	"Fruit"	84	0	11355.29	6427.27	1089.9	225.98	402.2	NA	NA	594.5
NA	"Lepilemur_anka"	"Lepilemur_ankaranensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"100000000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Lepilemur_dors"	"Lepilemur_dorsalis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	"100000000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Lepilemur_edwa"	"Lepilemur_edwardsi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7250	NA	NA	NA	NA	5	3.249818446	77.63563044	77.63563044	NA	NA	NA	"010000000000"	NA	"Leaf"	3.249818446	77.63563044	7250	NA	NA	NA	NA	NA	NA	NA
NA	"Lepilemur_leuc"	"Lepilemur_leucopus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6710	NA	605.5	NA	NA	2	1	90	NA	NA	NA	NA	"010000000000"	NA	"Leaf"	1	90	6710	NA	NA	NA	NA	NA	NA	605.5
NA	"Lepilemur_micr"	"Lepilemur_microdon"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	"100000000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Lepilemur_must"	"Lepilemur_mustelinus"	NA	NA	NA	NA	NA	NA	NA	7180	3281	1164.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	7910	NA	804	NA	625	3	3.249818446	77.63563044	NA	NA	6	NA	"100000000000"	"Leaf"	"Leaf"	3.249818446	77.63563044	7910	3281	1164.1	NA	NA	NA	NA	804
