Species Name	Species name adjusted to 10kTrees	Species name in Perelman tree 	Subfamily	Family	Terrestriality	logECV	logBodyMass	logInsects	logFruit	logLeaves	logCombiGroupSize	logHRS	Diurnality	ECV	N ECV	Sex ECV	Source ECV	Body mass	N Body mass	Sex Body mass	Source Body mass	Original source Body mass	%animal prey	%fruit	% seeds	%fruit and seeds	%nectar	%flowers	%nectar and flowers	% reproductive plant parts (fruits, flowers and nectar)	%gum	%leaves	%young leaves	%mature leaves	%nonreproctive plant parts (gum and leaves, bark etc.)	%other	sum	Calculation	Source diet composition	Sleeping group size	Remarks Sleeping group size	Foraging Group size: mean	Group size: range	Group size combined	Source group size	Day range (m)	male Home range (HR) size: mean (ha)	female Home range size: mean	HR size average	HR range	Source Home range size							
Galagoides_cocos	Galagoides_cocos	Galagoides_cocos		Galagidae	0		2.156851901	1.84509804	1.477121255		0.511883361	0.255272505	0					143.5	73	all individuals	Nekaris & Bearder 2007		70	30		30	0	0	0	30.0	0	0	0	0	0.0	0	100.0	single study	Kenya, coastal, Harcourt and nash	3.25	1 or 2 fem/off with 1 male			3.25	Nekaris & Bearder 07	1750	2.2	1.8	1.8		Nekaris & Bearder 07							
Galagoides_demidovii	Galagoides_demidoff	Galagoides_demidovii		Galagidae	0	0.420514916	1.873025772	1.84509804	1.278753601		0.602059991	0.113943352	0	2.63	58	all individuals	van Woerden compilation	74.6	43	all individuals	Isler et al. 2008		70.0	19.0		19	0.0	0.0	0	19.0	10.0	0.0	0.0	0.0	0.0	1.0	100.0	single study	Charles-Dominique,Gabon,  thomasi and demidoff	4.0	2 to 10, females/off, males often alone	1.0		4.0	Nekaris & Bearder 07		1.6	1.0	1.3		Nekaris & Bearder 07							
Galagoides_granti				Galagidae	0	0.610000557							0	4.07	1	all individuals	van Woerden compilation																									1.1	10% seen with other ind.		HMW vo. 3													
Galagoides_rondoensis				Galagidae	0								0																													1.15	15% seen with other ind.		HMW vo. 3													
Galagoides_thomasi	Galagoides_thomasi	Galagoides_thomasi		Galagidae	0	0.450636079	1.892094603	1.892094603	0.301029996		0.929418926		0	2.82	6	all individuals	van Woerden compilation	78.0	12	all individuals	Nekaris & Bearder 2007	Ambrose 1999	78.0	2.0	2.0	4				4.0	18.0	0.0			0	0.0	100.0		Kingdon 1974 in ATWP 2011	8.5	5 to 12 gather at dawn, Bearder 2003, Kingdon 1974 in ATWP 2011	1.0		8.5	Ambrose 2008 in ATWP 2011													
Galagoides_zanzibaricus	Galagoides_zanzibaricus	Galagoides_zanzibaricus		Galagidae	0	0.615823268	2.155336037				0.477121255	0.352182518	0	4.13	10	all individuals	van Woerden compilation	143.0	72	all individuals	Isler et al. 2008	Harcourt & Bearder 1989 in Smith and Jungers 1997																		3	pairs/off	1.08	8%seen in pairs	3	Nekaris & Bearder 07		2.4	2.1	2.3		Sussman 2000 from Harcourt and Bearder 89							
Gorilla_beringei	Gorilla_beringei	Gorilla_beringei		Hominidae	1	2.659102976	4.989004616	-1	0.944482672	1.848394409	1.010299957	3.146128036	1	456.15	10	fem	van Woerden compilation	97500.0	1	fem	Isler et al. 2008	Jungers & Susman 84, Groves p.c	0.1	8.8		8.8		2.3	2.3	11.1		70.53333333			88.83333333	18.3	100.0	average of three studies	"wood 6.9, roots 3.3, Rowe 96 ref 249; Goldsmith 2007 (bark in mature leaves), Rothmann 2006, Watts 1984 in ATWP 2011"			10.24		10.24	ATWP 2011				1400	300 to 4000	Robbins 07 review							
Gorilla_gorilla	Gorilla_gorilla_gorilla	Gorilla_gorilla		Hominidae	1	2.637224763	4.854306042	0.477121255	1.672097858	1.698970004	1.021034166	3.247973266	1	433.74	34	fem	van Woerden compilation	71500.0	3	fem	Isler et al. 2008	Jungers & Susman 84, Groves p.c	3.0	47.0		47				47.0		50.0			50.0	0.0	100.0	single study	Remis 2001, leaves including THV (Oates et al. 2003: only 14.7% fruits)			10.5	3 to 21	10.5	ATWP 2011				1770.0	1100 to 2200	Robbins 07 review, ATWP 2011							
Hapalemur_alaotrensis	Hapalemur_griseus_alaotrensis	Hapalemur_alaotrensis		Lemuridae	0	1.161368002	3.093071306			1.704150517	0.77815125	0.301029996	1	14.50	2	all individuals	van Woerden compilation	1239		all individuals	Mutschler 1999				2.1			0.1				50.6							Mutschler 1999 in ATWP 2011, does not add up to 100%			3.5	3 to 9	6.0	Gould and Sauther 07 review, HMW vol. 3				2	1 to 8	Gould and Sauther 07 review, HMW vol. 3							
Hapalemur_aureus	Hapalemur_aureus	Hapalemur_aureus		Lemuridae	0		3.156700553		0.602059991	1.961421094	0.477121255	1.477121255	1					1434.5	13	all individuals	Tan 2000 in ATWP 2011		0	4		4		1	1	5.0		91.5				3.5	100.0	single study	Tan 1999 in ATWP 2011			3.0	2 to 8	3.0	HMW vol. 3, Gould and Sauther 07 review	365.0			30	26 to 80	HMW vol. 3Gould and Sauther 07 review							
Hapalemur_griseus	Hapalemur_griseus	Hapalemur_griseus		Lemuridae	0	1.139105833	2.961159964		0.491361694	1.980911938	0.646730386	1.176091259	1	13.78	41	all individuals	van Woerden compilation	914.5	25	all individuals	Tan pers obs. in ATWP 2011		0	3.1	0	3.1		1.2	1.2	4.3		95.70	89.4	6.30	95.70	0.00	100.0	single study	Overdorff et al. 1997, other=fungi			4.4	2 to 9	4.4	Gould and Sauther 07 review, ATWP 2011				15	6 to 20	Gould and Sauther 07 review, ATWP 2011							
Hapalemur_occidentalis	Hapalemur_griseus_occidentalis	Hapalemur_occidentalis		Lemuridae	0	1.138302698					0.602059991		1	13.75	2	all individuals	van Woerden compilation																									4	2 to 6	4	HMW vol. 3													
Hoolock_hoolock	Bunopithecus_hoolock	Hoolock_hoolock		Hylobatidae	0	2.034694221	3.842307541	0.301029996	1.873611197	1.161368002	0.488752105	1.544068044	1	108.32	26	all individuals	van Woerden compilation	6955.2	6	all individuals	van Woerden compilation (matching)	matching ECV	2	74.75	2	76.75		5.5	5.5	82.3		14.5	12	15	14.5	1.2	100.0	average	Bartlett 07 review, and Das 2002 in ATWP 2011			3.081428571	2 to 6	3.081428571	diverse in ATWP 2011				35		Bartlett 07 review							
Hylobates_agilis	Hylobates_agilis	Hylobates_agilis		Hylobatidae	0	1.982003067	3.767155866	0	1.759667845	1.58546073	0.643452676	1.462397998	1	95.94	27	all individuals	van Woerden compilation	5850.0	29	all individuals	Isler et al. 2008	Smith&Jungers 1997	1	57.5		57.5		3	3	60.5		38.5			38.5	0	100.0	single study	Bartlett 07 review			4.4		4.4	Rowe 96 ref 564				29		Bartlett 07 review							
Hylobates_albibarbis	Hylobates_albibarbis	Hylobates_albibarbis		Hylobatidae	0	1.926085087		0.477121255	1.763427994	1.389166084			1	84.35	2	all individuals	van Woerden compilation						3	58		58		12.5	12.5	70.5		24.5	24.5	0	24.5	2	100.0	average	Cheyne 2004, 2009 in ATWP 2012																			
Hylobates_klossii	Hylobates_klossii	Hylobates_klossii		Hylobatidae	0	1.942273445	3.76305344	1.414973348	1.857332496	0.301029996	0.62324929	1.505149978	1	87.55	20	all individuals	van Woerden compilation	5795.0	6	all individuals	Isler et al. 2008	Geissmann 1993	26	72		72		0	0	72.0		2			2	0	100.0	single study	Bartlett 07 review (Whitten 1982)			4.2	3 to 10	4.2	Tenaza 1975, Whittacker 2005 in ATWP 2011				32	7 to 54	Bartlett 07 review							
Hylobates_lar	Hylobates_lar	Hylobates_lar		Hylobatidae	0	2.005942	3.750124152	0.985276743	1.804139432	1.392110465	0.641474111	1.681241237	1	101.38	237	all individuals	van Woerden compilation	5625.0	95	all individuals	van Woerden compilation (matching)	matching ECV	9.7	63.7		63.7		2.0	2	65.7		24.7			24.66666667	0.0	100.0	average	Bartlett 07 review			4.4	3 to 12	4.4	diverse in ATWP 2011				48.0	12 to 53.5	Bartlett 07 review							
Hylobates_moloch	Hylobates_moloch	Hylobates_moloch		Hylobatidae	0	1.970668669	3.807196661		1.785329835	1.579783597	0.544068044	1.230448921	1	93.47	13	all individuals	van Woerden compilation	6415.0	2	all individuals	Isler et al. 2008 (matching)	Geissmann 1993	0	61		61		1	1	62.0		38			38	0	100.0	single study	Bartlett 07 review (Kappeler 1981)			3.5	3 to 4	3.5	Nijman 2001 in ATWP 2011				17		Bartlett 07 review (Kappeler 1981)							
Hylobates_muelleri	Hylobates_muelleri	Hylobates_muelleri		Hylobatidae	0	1.979351679	3.751848549	0.301029996	1.755874856	1.531478917	0.525044807	1.643452676	1	95.36	66	all individuals	van Woerden compilation	5647.4	13	all individuals	van Woerden compilation (matching)	matching ECV	2	57		57	1.3	5.7	7	64.0		34			34	0	100.0	average	Bartlett 07 review, Chivers 1984, Rodman 1978			3.35	2 to 5	3.35	diverse in ATWP 2011				44		Bartlett 07 review (Chivers 1984)							
Hylobates_pileatus	Hylobates_pileatus	Hylobates_pileatus		Hylobatidae	0	1.927807442	3.737987326	1.041392685	1.829303773	1.301029996	0.602059991	1.579783597	1	84.69	9	mean m/f, no dim	Isler et al. 2008	5470.0	2	all individuals	Isler et al. 2008	Smith&Jungers 1997	11	67.5		67.5		1	1	68.5		20			20	0.5	100.0	average	Bartlett 07 review			4	2 to 6	4	Phoonjampa ATWP 2011				38	15 to 50	Bartlett 07 review							
Indri_indri	Indri_indri	Indri_indri		Indridae	0	1.544175311	3.81190998		1.257318513	1.744449457	0.602059991	1.435366507	1	35.01	47	all individuals	van Woerden compilation	6485.0	4	all individuals	Powzyk & Thalmann 2003		0	18.085		18.085		4.1	4.1	22.2		55.5	53.37	2.15	55.52	22.3	100.0	average	Atsalis 1999, Pollock 1977, Powzyk 1997, Britt et al. 2002			4	2 to 6 (adult pair plus offspring)	4	Gould and Sauther 07 review	550			27.25	17.5 (fragmented forests), 34 to 40(pristine forests)	Gould and Sauther 07 review, HHMW3							
Lagothrix_cana	Lagothrix_cana	Lagothrix_cana	Atelinae	Atelidae	0	1.983299722	3.854913022	0	1.900093902	1.209515015	1.667452953	3.009025742	1	96.23	18	fem	van Woerden compilation	7160.0	3	fem	Isler et al. 2008 (from S&J)	Smith&Jungers 1997	1	79.45		79.45		2	2	81.5		16.2	11	0.1	16.2	1.3	100.0	average	Di Fiore and Campbell 07, Iwanaga 2001, Peres 1994 in ATWP 2011			46.5	44 to 49	46.5	Di Fiore and Campbell 07, party size is 5.6-10.1 individuals, ATWP 2011				1021		Di Fiore and Campbell 07 (Peres 1996)							
Lagothrix_lagotricha	Lagothrix_lagotricha	Lagothrix_lagotricha	Atelinae	Atelidae	0	1.945558103	3.846337112	1.002885688	1.824125834	1.197280558	1.503790683	2.84509804	1	88.22	11	fem	van Woerden compilation	7020.0	9	fem	Isler et al. 2008	Cole, p.c., in Smith&Jungers 1997	10.06666667	66.7	4.3	70.95		3.083333333	3.083333333	74.0		15.8	15.1	0.5	15.75	0.1	100.0	average	Defler 1996, Gonzalez 2009, Zarate 2009 in ATWP 2011			31.9	13 to 45	31.9	Di Fiore and Campbell 07 (diverse in ATWP 2011)	2559.666667			700.0	350 to 760	Di Fiore and Campbell 07 (Zarate 2009, Defler 1996, Gonzalez 2006 in ATWP 2011)							
Lagothrix_lugens	Lagothrix_lugens	Lagothrix_lugens	Atelinae	Atelidae	0	1.976808337		1.397940009	1.72427587	1.146128036			1	94.80	2	fem	van Woerden compilation						25	53	6.0	59		2	2	61.0		14.0	13.0	1.0	14	0	100.0	single study	Stevenson 2006 in ATWP 2012																			
Lagothrix_poeppigii	Lagothrix_poeppigii	Lagothrix_poeppigii	Atelinae	Atelidae	0	1.935003151	3.656385719	0.707570176	1.876025291	0.951013539	1.361727836	2.397940009	1	86.10	2	fem	van Woerden compilation	4533.0	6	fem	Lu 1999	Di Fiore and Campbell 07	5.1	75.16666667	6.5	81.66666667		3.5	3.5	85.2		8.933333333	7.0	1.3	8.933333333	0.75	100.0	average	Di Fiore and Campbell 07 (Dew 2005, Di Fiore 2003, Soini 1990 in ATWP 2011)			23.0	12 to 24	23.0	Di Fiore and Campbell 07 (Di Fiore 1997, 2001, Ramirez 1988)	1835			250.0	108 to 400	Di Fiore and Campbell 07 (Di Fiore 2003)							
Lemur_catta	Lemur_catta	Lemur_catta		Lemuridae	1	1.344422961	3.340037393	-0.301029996	1.779596491	1.500602351	1.146128036	1.291516847	1	22.10	30	all individuals	van Woerden compilation	2188.0	110	all individuals	Sussman unpublished in ATWP 2011, Bezy Mahafaly		0.5	60.2		60.2		6.7	6.666666667	66.9	1.0	31.7			31.66666667		100.0	average	Jolly 1966, Kelley 2001, Sussman 1977 in ATWP 2011			14.0	3 to 27, 6 to 24	14.0	Gould and Sauther 07 review (diverse in ATWP 2011)	1377.0			19.56666667	5.7 to 35	Gould and Sauther 07 review (Jolly 1993, Sussman 1991 in ATWP 2011)							
Leontopithecus_caissara	Leontopithecus_caissara	Leontopithecus_caissara		Callitrichidae	0			1.012837225	1.872272846			2.477121255	1										10.3	74.5		74.52	0.5	0.5	1	75.5	1.3	0.0			0	12.9	100.0	single study	"Prado 1999 in ATWP 2012, also fungi; HMW vol. 3 1.3% gum"				3 to 7			2200.0			300		N=7 groups, HMW vol. 3							
Leontopithecus_chrysomelas	Leontopithecus_chrysomelas	Leontopithecus_chrysomelas		Callitrichidae	0	1.073196545	2.8162413						1	11.84	3	all individuals	van Woerden compilation	655.0	2	all individuals	van Woerden compilation (matching)																	single study	Guidorizzi 2008 in ATWP 2012, 64% animal prey, 35% fruit, 1% gum, maybe strangely counted (% of foraging and feeding time)				2 to 8, occ. 15		HMW vol. 3	1787.5				40 to 200	HMW vol. 3							
Leontopithecus_chrysopygus	Leontopithecus_chrysopygus	Leontopithecus_chrysopygus		Callitrichidae	0			0.966141733	1.800717078		0.653212514	2.139879086	1										9.3	63.2	0.2	63.4	1.2		1.2	64.6	18.6	0.0			0	7.6	100.0	average	Costa 1997, Passos 1997 in ATWP 2012			4.5	3 to 7	4.5	HMW vol. 3	1725.0			138		HMW vol. 3							
Leontopithecus_rosalia	Leontopithecus_rosalia	Leontopithecus_rosalia		Callitrichidae	0	1.100525151	2.774151859	1.181843588	1.899820502		0.73239376	1.655138435	1	12.60	20	all individuals	van Woerden compilation	594.5	80	all individuals	Isler et al. 2008	Dietz et al. 1994,dry season	15.2	79.4		79.4		0.4	0.4	83.3	1.4	0.0			0	0.1	100.0	single study	Digby review 2007, fruits Miller &Dietz 2005:38.3, but do not sum up to 100%			5.4	2 to 11	5.4	Digby et al. 07 review, 5.4 from 22 groups Dietz 1993 in ATWP 2011	1339.0			45.2	21.3 to 73	Dietz 1997 in ATWP 2011							
Lepilemur_edwardsi	Lepilemur_edwardsi	Lepilemur_edwardsi		Lepilemuridae	0	0.860338007			0.511859099	1.890061084		0	0	7.25	2	all individuals	van Woerden compilation						0.0	3.249818446		3.249818446		8.868717907	8.868717907	12.1		77.63563044	77.63563044		77.63563044	10.2	100.0	single study	L. edwardsi, Thalmann 2001		sleeping groups	1.0			HMW vol. 3				1.0		HMW vol. 3							
Lepilemur_leucopus	Lepilemur_leucopus	Lepilemur_leucopus		Lepilemuridae	0	0.826775374	2.782114147		0	1.954242509	0.301029996	-0.619788758	0	6.71	21	all individuals	van Woerden compilation	605.5	7	all individuals	Isler et al. 2008	Smith and Jungers 1997	0	1	0	1		1	1			90			90	8	100.0	single study	approximate values, Nash 1998 in ATWP 2011	2	pair or fem daughter pairs sleep together	1.0		2	Gould and Sauther 07 review				0.24	0.18 to 0.3	Gould and Sauther 07 review							
Lepilemur_mustelinus	Lepilemur_mustelinus	Lepilemur_mustelinus		Lepilemuridae	0	0.897970543	2.905256049		0.511859099	1.890061084	0	0.176091259	0	7.91	16	all individuals	van Woerden compilation	804.0	45	all individuals	Andriaholinirina et al 2006		0.0	3.249818446		3.249818446		8.868717907	8.868717907	12.1		77.63563044			77.63563044	10.2	100.0	single study	L. edwardsi, Thalmann 2001	1		1.0		1	Gould and Sauther 07 review		0.3	2.1	1.5		Gould and Sauther 07 review							
Lepilemur_ruficaudatus	Lepilemur_ruficaudatus	Lepilemur_ruficaudatus		Lepilemuridae	0	0.879287072	2.892372907				0.176091259	-0.096910013	0	7.57	15	all individuals	van Woerden compilation	780.5	34	all individuals	Zinner et al.																			1.5	solit or pairs			1.5	Gould and Sauther 07 review	550.0			0.8	0.66 to 0.99	Gould and Sauther 07 review, ATWP 2011							
Lepilemur_sahamalazensis				Lepilemuridae	0						0.176091259	0	0																											1.5	males often alone, females with offspring			1.5	HMW vol. 3				1.0	0.5 to 1.5	HMW vol. 3							
Lophocebus_albigena		Lophocebus_albigena	Cercopithecinae	Cercopithecidae	0	1.957332717	3.778874472	1.311753861	1.612783857	0.726998728	1.189931242	2.352182518	1	90.64	32	fem	van Woerden compilation	6010.0	19	fem	Isler et al. 2008	Gordon 2006	20.5	41.0	30.7	71.7		2.5	2.5	74.2		5.3	4.0	0.0	5.333333333	0.0	100.0	average	Freeland 1979, Ham 1994, Olupot 1998, Pouslsen 2001, Shah 2003, Waser 1975, 			15.5	6 to 28	15.5	diverse in ATWP 2011	1142.8			225.0	13 to 26, 410, 200-300	Freeland 1979, Olupot 1994, Waser 1975, Shah 2003 in ATWP 2011							
Lophocebus_aterrimus	Lophocebus_aterrimus	Lophocebus_aterrimus	Cercopithecinae	Cercopithecidae	0	1.942507458	3.760422483	0.204119983	1.666049738	1.204119983	1.152288344	1.770852012	1	87.60	5	fem	van Woerden compilation	5760.0	6	fem	Isler et al. 2008	Colyn 1994, and Smith&Jungers 1997	1.6	46.35	25.15	71.5		10.85	10.85			16	3.3	0	16	0	100.0	average	Maisels 1994, Horn 1987 in ATWP 2011			14.2	10 to 19	14.2	Horn 1987, McGraw 1994 in ATWP 2011				59	48 to 70	Horn 1987							
Loris_lydekkerianus	Loris_lydekkerianus	Loris_lydekkerianus		Loridae	0	0.803801631	2.436162647	1.950608225	0.079181246	0.826074803	0.301029996	0.397940009	0	6.37	12	all individuals	van Woerden compilation	273.0	10	all individuals	Nekaris & Bearder 2007		89.25	1.2		1.2	0	0	0	1.2	2.8	6.7	0	0	6.7	0	100.0	average	India, Nekaris 2003, Kar Gupta 2007 in ATWP 2011	2	1-7, fem/off with 1 or more males, 1.4	1.5	1 to 11	2	ATWP 2011, 3 Nekaris & Bearder 07		3.6	1.59	2.5		Nekaris & Bearder 07							
Loris_tardigradus	Loris_tardigradus	Loris_tardigradus		Loridae	0	0.731080206	2.284430734	2			0.397940009	0.769007871	0	5.38	15	all individuals	van Woerden compilation	192.5	18	all individuals	Isler et al. 2008		100.0	0.0		0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	100.0	single study	Sri Lanka, Nekaris 2003	2.5	1-4, fem/off with 1 male			2.5	Nekaris & Bearder 07		5.0	6.8	5.9	Bernede in prep in ATWP 2012	Rowe 96							
Macaca_arctoides	Macaca_arctoides	Macaca_arctoides	Cercopithecinae	Cercopithecidae	1	1.997863903	3.924279286				1.352182518		1	99.51	4	fem	Isler et al. 2008	8400.0	3	fem	Isler et al. 2008	Fooden 1990 in Smith and Jungers 1997																	no data in ATWP 2012			22.5	5 to 40	22.5	Rowe 96 ref 898, Fooden 1990 give 15-25 approx.						no data in ATWP 2012							
Macaca_assamensis	Macaca_assamensis	Macaca_assamensis	Cercopithecinae	Cercopithecidae	0	1.949875777	3.838849091	1.348304863	1.627365857	1.326335861	1.34176416	2.672097858	1	89.10	10	fem	van Woerden compilation	6900.0	15	fem	Isler et al. 2008	Fooden 1988 in Smith&Jungers 1997	22.3	42.4		42.4	1.0	8.3	9.3			21.2			21.2	4.8	100.0	single study	Schülke in press in ATWP 2012			22.0	10 to 50	22.0	 Melnick and Pearl 87, Fooden 1982, Chalise 2005, Wada 2005 in ATWP 2012	1900.0			470.0		Schülke in press in ATWP 2012							
Macaca_cyclopis	Macaca_cyclopis	Macaca_cyclopis	Cercopithecinae	Cercopithecidae	1	1.881384657	3.693726949	1.080987047	1.674248596	1.361097967	1.361727836	2.886490725	1	76.10	5	fem	van Woerden compilation	4940.0	4	fem	Isler et al. 2008	Rothenfluh 1976 in Smith and Jungers 1997	12.1	47.2	13.3	60.53333333		4.1	4.133333333	64.7		23.0	12.5	12.3	22.96666667	0.3	100.0	average	flowers include roots and herbs, Thierry 07, Su 2003, Chang 1999 in ATWP 2012			27.1	9 to 86, up to 100	23.0	Rowe 96 ref. 918	2064.5			770.0	140 to 1400	Rowe 96 ref 918							
Macaca_fascicularis	Macaca_fascicularis	Macaca_fascicularis	Cercopithecinae	Cercopithecidae	0	1.784859326	3.54585119	0.607455023	1.885643872	0.973127854	1.431363764	2.113943352	1	60.93	98	fem	van Woerden compilation	3514	32	fem	van Woerden compilation (matching)	matching ECV	4.1	76.9	0.0	76.85		7.2	7.15	84.0		9.4			9.4	2.55	100.0	average	flowers include roots and herbs, Thierry 07			27	10 to 48, up to 100	27	Birky 2002, Lee 1990, Hsu 2001 in ATWP 2012	1900.0			130.0	25 to 200	Rowe 96 ref 898, Fooden 2011 in ATWP 2012							
Macaca_fuscata	Macaca_fuscata	Macaca_fuscata	Cercopithecinae	Cercopithecidae	1	1.990782692	3.944482672	0.849214606	1.356408327	1.462397998	1.657533888	2.613313161	1	97.90	6	fem	Isler et al. 2008	8800	50	fem	Fooden 2005		7.1	22.7	21.7	44.42	0.1	10.9	10.95	55.4		29.0	5.9	21.1	29	8.6	100.0	average	flowers include roots and herbs, Thierry 07, Agetsuma 1998, Hanya 2004 in ATWP 2012			46.3	27 to 194	45.5	 Melnick and Pearl 87, Rowe 96 ref 898	1218.0			410.5	101 to 797	Melnick and Pearl 1987, Takasaki 1981 in ATWP 2012							
Macaca_hecki	Macaca_hecki	Macaca_hecki	Cercopithecinae	Cercopithecidae	0	1.97579931	3.832508913				1.267171728		1	94.58	5	fem	van Woerden compilation	6800.0	2	fem	Smith&Jungers 1997	captive, Hamada et al 1995																					7 to 30	18.5	only range, Watanabe 1994, 10-20 Riley 10 review													
Macaca_leonina	Macaca_leonina	Macaca_leonina	Cercopithecinae	Cercopithecidae	0	1.914473202	3.677850187	1.068185862	1.818885415	0.785329835	1.367355921	2.316494539	1	82.12	3	fem	Isler et al. 2008	4763	3	fem	van Woerden compilation (matching)	matching ECV	11.7	65.9	6.1	72		2.1	2.1	74.1		6.1			6.1	8.1	100.0	siingle study	Choudhury 2008 in ATWP 2012			23.3		23.3	Choudhury 2008 in ATWP 2012	1423.57			207.25	83-347	Choudhury 2008 in ATWP 2012							
Macaca_maura	Macaca_maura	Macaca_maura	Cercopithecinae	Cercopithecidae	0	1.941345766	3.745494823				1.414973348	1.397940009	1	87.37	6	fem	van Woerden compilation	5565	13	fem	Watanabe 1987 in ATWP 2012																					26	15 to 40, 5 to 40 Watanabe 1996 in ATWP 2012	26.0	Riley 10 review				25	20 to 30, 	Riley 10 review							
Macaca_mulatta	Macaca_mulatta	Macaca_mulatta	Cercopithecinae	Cercopithecidae	1	1.925166534	3.75361969		0.929418926	1.926342447	1.550228353	0.84509804	1	84.17	88	fem	Isler et al. 2008	5670	46	fem	van Woerden compilation (matching)	matching ECV	0.0	8.5	0.0	8.5	1.1	3.7	4.8	13.3		84.4			86.6	2.3	100.0	single study	Goldstein and Richard 1989			35.5	10 to 50, up to 242	35.5	 Melnick and Pearl 87,Rowe 96 ref 745				7.0	0.01 to 400	"larger in forest, Seth 1986;Rowe 96 ref 745"							
Macaca_nemestrina	Macaca_nemestrina	Macaca_nemestrina	Cercopithecinae	Cercopithecidae	0	1.990579685	3.815521669	1.100370545	1.870403905	1.045322979	1.740362689	2.531478917	1	97.85	21	fem	van Woerden compilation	6539	9	fem	van Woerden compilation (matching)	matching ECV	12.6	74.2	0.0	74.2		1.1	1.1	75.3		11.1	3.5	2.7	11.1	1.0	100.0	single study	Caldecott 1986 in ATWP, flowers include roots and herbs, Thierry 07			55.0	15 to 81	55.0	"Caldecott 1986, Oi 1990 in ATWP 2012; 18.3 Melnick and Pearl 87, Rowe 96 ref. 102"	2960.0			340.0	62 to 828	ATWP 2012, Rowe 96 ref. 102							
Macaca_nigra	Macaca_nigra	Macaca_nigra	Cercopithecinae	Cercopithecidae	1	1.908350957	3.737987326	1.505149978	1.8162413		1.826074803	2.377791768	1	80.98	12	fem	van Woerden compilation	5470.0	3	fem	Isler et al. 2008	J. Supriatna & J. Froehlich, pc, in Smith and Jungers 1997	32	65.5	2.5	68				68.0		0			0.0	0	100.0	single study	O'Brien 19967 in ATWP 2012			67	50 to 97	67	Riley 10 review	2386.7			238.6666667	114 to 341	ATWP 2012, Riley 10 review							
Macaca_ochreata	Macaca_ochreata	Macaca_ochreata	Cercopithecinae	Cercopithecidae	0		3.805364907	0.301029996	1.819543936	1.079181246			1					6388.0	9	fem	Schillaci 2005 in ATWP 2012		2	66		66		20	20	86.0		12			12.0	0	100.0	single study	Priston 2005 in ATWP 2012																			
Macaca_radiata	Macaca_radiata	Macaca_radiata	Cercopithecinae	Cercopithecidae	0	1.84823353	3.586099481	1.161368002	1.612783857	1.408239965	1.537819095	2.574031268	1	70.51	5	fem	van Woerden compilation	3856	3	fem	van Woerden compilation (matching)	matching ECV	14.5	41.0	5.1	46.1		8.7	8.7	54.8	1.8	25.6	5.7	17.2	26.1	2.8	100.0	single study	Krishnamani 1994 (data different in ATWP 2012!)			34.5	15 to 40, up to 95	34.5	 Melnick and Pearl 87, Rowe 96 ref 898, 477	750.1			375	40-200, up to 518	Rowe 96 ref. 477,898, Melnick and Pearl 1987							
Macaca_silenus	Macaca_silenus	Macaca_silenus	Cercopithecinae	Cercopithecidae	0	1.892094603	3.785329835		1.791690649		1.278753601	2.117271296	1	78.00	2	fem	van Woerden compilation	6100.0	11	fem	Isler et al. 2008	captive, Harvey et al. 1991	0.0	61.9	31.0	92.9		7.1	7.1	100.0		0.0	0.0	0.0	0.0		100.0	single study	Kumar 1987 in ATWP 2012			19.0	4 to 30	19.0	21 Melnick and Pearl 87, Rowe 96 ref704, 19 Kumar 2006 in ATWP 2012	2000.0			131.0	100 to 500	Rowe 96 ref 476, 967, Kurup and Kumar 1993							
Macaca_sinica	Macaca_sinica	Macaca_sinica	Cercopithecinae	Cercopithecidae	0	1.781036939	3.486572151	0.146128036	1.819543936	1.041392685	1.392696953	1.612783857	1	60.40	2	fem	van Woerden compilation	3066.0	20	fem	Cheverud 1992 in ATWP 2012		1.4	66.0	1.0	67		1.0	1	68.0	1.0	11.0	10.0	1.0	11.0	18.6	100.0	single study	Dittus 1974 in TWP 2012, dry weights percents			24.7	8 to 51	24.7	including neonates, Dittus 1974	1250.0			41.0									
Macaca_sylvanus	Macaca_sylvanus	Macaca_sylvanus	Cercopithecinae	Cercopithecidae	1	1.968078621	4.008600172	0.90579588	0.40654018	1.037426498	1.380211242	2.544068044	1	92.91	10	fem	van Woerden compilation	10200		fem	Camperio Ciani pers obs in ATWP 2012, Atlas Morocco		8.1	2.6	29.5	32		36.7	36.65	68.7		10.9			10.9	12.4	100.0	average	flowers include roots and herbs, Thierry 07			24.0	12 to 59	24.0	Rowe 96 ref 545	5500.0			350.0	200-720	Camperio Ciani 2003 in ATWP 2012							
Macaca_thibetana	Macaca_thibetana	Macaca_thibetana	Cercopithecinae	Cercopithecidae	1	2.03702788	4.10720997				1.380211242	2.477121255	1	108.90	3	fem	van Woerden compilation	12800.0		fem	Zhao 1996 in ATWP 2012, China																					24.0	10 to 60	24.0	Fooden 1985 in ATWP 2012				300.0		Rowe 96 ref 928							
